Name,Age,NetWorth,,,,,,
Kie Chie Wong,74,1800000000,,,,,,
Xu Guozhong & family,58,1200000000,,,,,,
Xu Yuejuan,60,1500000000,,,,,,
Yang Tingdong,62,1600000000,,,,,,
Yu Peidi,62,1500000000,,,,,,
Matei Zaharia,37,1600000000,,,,,,
Zhang Jian,53,2500000000,,,,,,
Keqiang Zhang,62,1500000000,,,,,,
Zheng Jianjiang & family,61,1400000000,,,,,,
Zhong Sheng Jian,64,1500000000,,,,,,
Antti Aarnio-Wihuri,82,1400000000,,,,,,
Hamdi Akin & family,67,1400000000,,,,,,
Chirayu Amin,75,1400000000,,,,,,
Ziv Aviram,63,1500000000,,,,,,
Danna Azrieli,54,1400000000,,,,,,
Naomi Azrieli,56,1400000000,,,,,,
Sharon Azrieli,61,1400000000,,,,,,
Lesley Bamberger,56,1400000000,,,,,,
Bernhard Braun-Luedicke,45,1400000000,,,,,,
Eva Maria Braun-Luedicke,35,1400000000,,,,,,
Ana Maria Brescia Cafferata,98,1500000000,,,,,,
Nikolai Buinov,54,2800000000,,,,,,
Paolo Bulgari,84,1500000000,,,,,,
Andres Bzurovski Bay,44,1600000000,,,,,,
Ahmet Calik,64,1500000000,,,,,,
Giuliana Caprotti,81,1500000000,,,,,,
Marina Caprotti,44,1500000000,,,,,,
Steve Case,63,1400000000,,,,,,
Safra Catz,60,1500000000,,,,,,
Binod Chaudhary,67,1500000000,,,,,,
Chen Baohua,60,1100000000,,,,,,
Xianbao Chen & family,63,1500000000,,,,,,
Chung Yong-jin,53,1400000000,,,,,,
Eduardo Costantini,75,1400000000,,,,,,
Wenjun Dai,53,1500000000,,,,,,
Bharat Desai,69,1500000000,,,,,,
Mohammed Dewji,47,1500000000,,,,,,
Mathias Doepfner,59,1500000000,,,,,,
Domenico Dolce,63,1400000000,,,,,,
Marek Dospiva,52,1500000000,,,,,,
Henrique Dubugras,26,1500000000,,,,,,
Egon Durban,48,1500000000,,,,,,
Bulent Eczacibasi,72,1400000000,,,,,,
Faruk Eczacibasi,67,1400000000,,,,,,
Henry Engelhardt,64,1300000000,,,,,,
Ali Erdemoglu,62,1900000000,,,,,,
Eduardo Eurnekian,89,1600000000,,,,,,
John Farber,96,1500000000,,,,,,
Clement Fayat & family,90,1400000000,,,,,,
Daniel Feffer,62,1400000000,,,,,,
David Feffer,65,1400000000,,,,,,
Feng Yuxia,57,1300000000,,,,,,
Sergio Fogel,58,1600000000,,,,,,
Pedro Franceschi,25,1500000000,,,,,,
Stefano Gabbana,59,1400000000,,,,,,
Yi Gao & family,53,1400000000,,,,,,
Geng Jianming,59,1300000000,,,,,,
Alan Gerry,93,1500000000,,,,,,
Balkrishan Goenka,55,1300000000,,,,,,
Esther Grether,86,1500000000,,,,,,
Gu Wei,57,1400000000,,,,,,
Torstein Hagen,79,1500000000,,,,,,
Kenneth Hao,53,1500000000,,,,,,
He Zhiping,58,1400000000,,,,,,
Timothy Headington,72,1600000000,,,,,,
Timothy Headington,72,1600000000,,,,,,
Niranjan Hiranandani,72,1500000000,,,,,,
Drew Houston,39,1600000000,,,,,,
Huang Rulun,70,1500000000,,,,,,
Justin Ishbia,44,1400000000,,,,,,
Peter Jackson,60,1500000000,,,,,,
Jin Lei,56,1300000000,,,,,,
Jin Xin,55,1200000000,,,,,,
Conni Jonsson,61,1400000000,,,,,,
Jenny Just,54,1500000000,,,,,,
Ke Xiping & family,61,1500000000,,,,,,
Ke Zunhong & family,67,1300000000,,,,,,
Sidney Kimmel,94,1500000000,,,,,,
Seth Klarman,65,1500000000,,,,,,
Mustafa Rahmi Koc,91,1600000000,,,,,,
Pyotr Kondrashev,72,1500000000,,,,,,
Kong Jian Min,54,1400000000,,,,,,
Hemendra Kothari,75,1400000000,,,,,,
Eduard Kucera,69,1200000000,,,,,,
Christopher Kwok,36,1600000000,,,,,,
Edward Kwok,41,1600000000,,,,,,
Joe Lacob,66,1500000000,,,,,,
Manuel Lao Hernández,77,1500000000,,,,,,
Lee Joon-ho,57,1300000000,,,,,,
Manfredi Lefebvre d'Ovidio & family,69,1400000000,,,,,,
Zhen Li & family,58,1600000000,,,,,,
Rongfu Lu,51,1400000000,,,,,,
Rafique Malik,71,1500000000,,,,,,
Youssef Mansour,77,1500000000,,,,,,
Mao Lixiang & family,81,1400000000,,,,,,
David McMurtry,82,1500000000,,,,,,
Meng Qingshan & family,73,1600000000,,,,,,
Alan Miller & family,84,1200000000,,,,,,
Greg Mondre,48,1500000000,,,,,,
Massimo Moratti,77,1600000000,,,,,,
Robert Mouawad,77,1500000000,,,,,,
Ezra Nahmad,76,1500000000,,,,,,
Kentaro Ogawa,73,1500000000,,,,,,
Jonathan Oringer,48,1100000000,,,,,,
Niti Osathanugrah,48,1500000000,,,,,,
Dragos Paval,55,1500000000,,,,,,
Zach Perret,34,1500000000,,,,,,
Karl-Johan Persson,47,1400000000,,,,,,
Markus Persson,43,1500000000,,,,,,
Tom Persson,37,1400000000,,,,,,
Kevin Plank,49,1200000000,,,,,,
Andreas Pohl,57,1500000000,,,,,,
"Reinfried Pohl, Jr.",62,1500000000,,,,,,
Michael Polsky,73,1500000000,,,,,,
Qin Long,56,1400000000,,,,,,
G. M. Rao,71,1400000000,,,,,,
Mike Repole,54,1500000000,,,,,,
Fernando Roig,74,1400000000,,,,,,
Christopher Rokos,51,1500000000,,,,,,
Antonio Luiz Seabra,79,1400000000,,,,,,
Amnon Shashua,62,1500000000,,,,,,
Yuri Shefler,54,1500000000,,,,,,
Mikhail Shelkov,54,5700000000,,,,,,
Charlotte Soderstrom,45,1400000000,,,,,,
Edwin Soeryadjaya,72,1800000000,,,,,,
Thomas Steyer,64,1500000000,,,,,,
Kevin Systrom,38,1500000000,,,,,,
Tang Binsen,39,1500000000,,,,,,
Hary Tanoesoedibjo,56,1400000000,,,,,,
Jonathan Tisch,68,1500000000,,,,,,
Wilma Tisch,94,1500000000,,,,,,
Kenny Troutt,74,1500000000,,,,,,
Thomas von Koch,56,1400000000,,,,,,
Junjin Wang,53,1300000000,,,,,,
Wang Zelong,25,1600000000,,,,,,
Myron Wentz,82,1400000000,,,,,,
Kaiting Wu,52,1200000000,,,,,,
Xiong Wu,46,1100000000,,,,,,
Xu Wanmao,77,1300000000,,,,,,
Xue Jiping,71,1400000000,,,,,,
Yang Jian,50,1300000000,,,,,,
Xinghai Zhang & family,59,1800000000,,,,,,
Xuansong Zhang,50,1500000000,,,,,,
Zhang Yin,65,1500000000,,,,,,
Radhe Shyam Agarwal,77,1300000000,,,,,,
Syed Mokhtar AlBukhary,70,1300000000,,,,,,
Nerio Alessandri,61,1500000000,,,,,,
Patricia Angelini Rossi,68,1400000000,,,,,,
Tope Awotona,41,1400000000,,,,,,
Elena Baturina,59,1400000000,,,,,,
Sabrina Benetton,48,1600000000,,,,,,
Thomas Bruch,72,1300000000,,,,,,
Marina Budiman,60,1100000000,,,,,,
Stewart Butterfield,49,1300000000,,,,,,
Richard Chang,75,1400000000,,,,,,
Chen Tianqiao,49,1200000000,,,,,,
Chen Wenyuan & family,54,1300000000,,,,,,
Cheng Antares,64,1200000000,,,,,,
Chin Jong Hwa,64,1300000000,,,,,,
Jim Crane,68,1400000000,,,,,,
Benoit Dageville,55,1000000000,,,,,,
Weili Dai,60,1400000000,,,,,,
Darwin Deason,82,1400000000,,,,,,
Diego Della Valle,68,1300000000,,,,,,
Deng Yingzhong,71,1100000000,,,,,,
Ding Shui Po,51,1500000000,,,,,,
Mark Dixon,62,1300000000,,,,,,
Du Shuanghua,57,1300000000,,,,,,
Mukand Lal Dua,73,1100000000,,,,,,
Ramesh Kumar Dua,68,1100000000,,,,,,
"William Foley, II.",77,1300000000,,,,,,
Jayme Garfinkel & family,76,1600000000,,,,,,
Radhe Shyam Goenka,76,1300000000,,,,,,
Maggie Hardy Knox,56,1400000000,,,,,,
Ayman Hariri,44,1400000000,,,,,,
Christoph Henkel,64,1400000000,,,,,,
Daniel Hirschfeld,81,1300000000,,,,,,
William Hockey,32,1400000000,,,,,,
Huang Guanlin,57,1500000000,,,,,,
Huang Xiaofen & family,60,1100000000,,,,,,
Jay-Z,52,1300000000,,,,,,
Yintai Jiang & family,71,858200000,,,,,,
Johan Johannson,55,1300000000,,,,,,
Ramesh Juneja,66,1400000000,,,,,,
Scott Kapnick,63,1400000000,,,,,,
Viktor Kharitonin,49,2600000000,,,,,,
Kim Jun-ki,77,1400000000,,,,,,
Kim Sang-yeol,61,1400000000,,,,,,
Yogesh Kothari,73,1300000000,,,,,,
Kurt Krieger,74,1400000000,,,,,,
Mustafa Kucuk,58,1200000000,,,,,,
Sebastian Kulczyk,41,1400000000,,,,,,
Gary Lauder,60,1300000000,,,,,,
Art Levinson,72,1400000000,,,,,,
Li Li,58,1500000000,,,,,,
Scott Lin,89,1100000000,,,,,,
Jenny Lindén Urnes,51,1400000000,,,,,,
Anatoly Lomakin,69,1400000000,,,,,,
Jeffrey Lorberbaum,67,1500000000,,,,,,
Gary Magness,68,1400000000,,,,,,
Zhongwu Mao,59,1300000000,,,,,,
Ilson Mateus & family,59,1500000000,,,,,,
Vadim Moshkovich,55,1500000000,,,,,,
Jerry Moyes & family,78,1400000000,,,,,,
George Alexander Muthoot,66,1100000000,,,,,,
George Jacob Muthoot,69,1100000000,,,,,,
George Thomas Muthoot,71,1100000000,,,,,,
Sara George Muthoot,62,1100000000,,,,,,
Marius Nacht,56,1400000000,,,,,,
Adam Neumann,43,1500000000,,,,,,
Simon Nixon,54,1300000000,,,,,,
Stefan Olsson,73,1400000000,,,,,,
Ranjan Pai,49,1400000000,,,,,,
Antonio Percassi,68,1400000000,,,,,,
Mark Pincus,56,1400000000,,,,,,
Alexey Repik,42,2300000000,,,,,,
Matthew Roszak,49,1100000000,,,,,,
Subhash Runwal,79,1400000000,,,,,,
Carlos Sanchez,60,1500000000,,,,,,
Martin Selig,84,1400000000,,,,,,
Bhadresh Shah,70,1800000000,,,,,,
Ben Silbermann,39,1200000000,,,,,,
Jared Smith,47,1400000000,,,,,,
Sun Qinghuan,49,1100000000,,,,,,
Prachak Tangkaravakoon,78,1300000000,,,,,,
Lina Tombolato,74,1400000000,,,,,,
Tong Jinquan,67,1300000000,,,,,,
Luiza Helena Trajano,70,1000000000,,,,,,
John Van Lieshout,76,1400000000,,,,,,
Vardis Vardinoyannis & family,89,1600000000,,,,,,
Jens von Bahr,51,1400000000,,,,,,
Werner O. Weber,83,1300000000,,,,,,
Drorit Wertheim,66,1400000000,,,,,,
Bo Wu,68,1200000000,,,,,,
Eugene Wu,77,1200000000,,,,,,
Wu Xushun & family,74,1400000000,,,,,,
Wenbo Xiang,59,1300000000,,,,,,
Swift Xie,42,1400000000,,,,,,
Xu Bingzhong,48,1500000000,,,,,,
Xu Shaochun,59,1400000000,,,,,,
George Yancopoulos,62,1400000000,,,,,,
Gavril Yushvaev,64,1700000000,,,,,,
Zhuo Jun,56,1100000000,,,,,,
Fredrik Österberg,51,1400000000,,,,,,
Alberto Alcocer,79,1300000000,,,,,,
Alexandra Andresen,25,1200000000,,,,,,
Katharina Andresen,27,1200000000,,,,,,
Rutger Arnhult,55,1100000000,,,,,,
Anant Asavabhokin,71,1200000000,,,,,,
Mehmet Aydinlar,65,1300000000,,,,,,
Binny Bansal,39,1300000000,,,,,,
Sachin Bansal,40,1300000000,,,,,,
Barbara Benetton,52,1500000000,,,,,,
Othman Benjelloun & family,89,1300000000,,,,,,
Angela Bennett,78,1300000000,,,,,,
Oleg Boyko,57,1300000000,,,,,,
Anna Maria Braun,43,1200000000,,,,,,
Edouard Carmignac,74,1300000000,,,,,,
Anthony Casalena,40,1000000000,,,,,,
Chang Jing,39,1500000000,,,,,,
Jeffrey Cheah,77,1300000000,,,,,,
Chen Shiliang,58,1200000000,,,,,,
Yuantai Chen,54,1100000000,,,,,,
Cheng Xianfeng,53,1000000000,,,,,,
Chu Jian,59,1200000000,,,,,,
Chua Thian Poh,73,1300000000,,,,,,
Alberto Cortina,76,1400000000,,,,,,
Sandor Csanyi,69,1200000000,,,,,,
Sasson Dayan & family,82,1400000000,,,,,,
Anand Deshpande,60,1100000000,,,,,,
Richard Desmond,70,1300000000,,,,,,
Shlomo Eliahu,86,1300000000,,,,,,
Jose Roberto Ermirio de Moraes,64,1400000000,,,,,,
Jose Ermirio de Moraes Neto,69,1400000000,,,,,,
David Fattal & family,64,1200000000,,,,,,
Marvy Finger,86,1300000000,,,,,,
Adam Foroughi,42,1100000000,,,,,,
Richard Fortin,73,1600000000,,,,,,
Luiz Frias,59,1500000000,,,,,,
Susumu Fujita,49,1200000000,,,,,,
Simona Giorgetta,45,1300000000,,,,,,
Premchand Godha,75,1100000000,,,,,,
Mikhail Gutseriev & brother,64,1200000000,,,,,,
Hang Hong,54,778600000,,,,,,
Alfredo Harp Helu & family,78,1300000000,,,,,,
Jaroslav Hascak & family,52,1300000000,,,,,,
He Zuxun,56,1100000000,,,,,,
David Hoffmann,69,1300000000,,,,,,
Francis Holder,81,1300000000,,,,,,
Hu Rongda & family,63,1200000000,,,,,,
Wei Huang,62,1100000000,,,,,,
Zarakh Iliev,55,3700000000,,,,,,
Mitchell Jacobson,71,1400000000,,,,,,
Jiang Guiting & family,63,1300000000,,,,,,
Rajeev Juneja,56,1300000000,,,,,,
Peter Kelly,64,1200000000,,,,,,
Kim Nam-jung,49,1200000000,,,,,,
Koon Poh Ming,65,1100000000,,,,,,
Michael Krasny,68,1300000000,,,,,,
Raymond Kwok,69,1300000000,,,,,,
Heikki Kyostila,76,1300000000,,,,,,
Lee Ho-jin,59,1200000000,,,,,,
Bernard Lewis & family,96,1200000000,,,,,,
Fengluan Li,60,1300000000,,,,,,
Hua Li,44,1800000000,,,,,,
Lin Zhixiong & family,48,1000000000,,,,,,
Liu Ming Hui,59,1300000000,,,,,,
Xuejing Liu & family,71,1300000000,,,,,,
Lu Yonghua & family,58,1100000000,,,,,,
Zhaoxi Lu,53,1300000000,,,,,,
Frederic Luddy,67,1300000000,,,,,,
Miao Yongjun,54,1100000000,,,,,,
Martin Moller Nielsen,57,1300000000,,,,,,
Neide Helena de Moraes,67,1400000000,,,,,,
Yoshiko Mori,81,1200000000,,,,,,
Mofatraj Munot,77,1100000000,,,,,,
Randal Nardone,66,1700000000,,,,,,
God Nisanov,50,3700000000,,,,,,
Vadim Novinsky,58,1400000000,,,,,,
Satyanarayan Nuwal,69,1400000000,,,,,,
John Ocampo,63,1200000000,,,,,,
Pan Gang,51,1200000000,,,,,,
Forrest Preston,89,1000000000,,,,,,
Riju Raveendran,39,1200000000,,,,,,
P.P. Reddy,64,1300000000,,,,,,
P.V.Krishna Reddy,52,1300000000,,,,,,
Satish Reddy,54,1300000000,,,,,,
Lily Safra,84,1300000000,,,,,,
Richard Saghian,40,1400000000,,,,,,
Deniz Sahenk,76,1300000000,,,,,,
Thomas Sandell,61,1300000000,,,,,,
Hajime Satomi,80,1300000000,,,,,,
James Scapa,65,1200000000,,,,,,
Paul Sciarra,41,1200000000,,,,,,
Albert Shigaboutdinov,69,1400000000,,,,,,
Nobutoshi Shimamura,96,1200000000,,,,,,
Ron Sim,63,1300000000,,,,,,
Alexander Sixt,42,1200000000,,,,,,
Konstantin Sixt,39,1200000000,,,,,,
Terry Snow,78,1300000000,,,,,,
Marco Squinzi,50,1200000000,,,,,,
Veronica Squinzi,50,1200000000,,,,,,
Manny Stul,73,1300000000,,,,,,
Rustem Sulteev,68,1400000000,,,,,,
Sehat Sutardja,60,1300000000,,,,,,
Tony Tan Caktiong,69,1100000000,,,,,,
Jim Thompson,82,1200000000,,,,,,
Carmen Thyssen,79,1300000000,,,,,,
August Troendle,66,1400000000,,,,,,
Joop van den Ende,80,1300000000,,,,,,
Sekar Vembu,50,1200000000,,,,,,
Sandro Veronesi & family,62,1300000000,,,,,,
Wan Long,81,1500000000,,,,,,
Han Wang,34,1100000000,,,,,,
Wang Jianyi,59,1200000000,,,,,,
Wang Qinghua,56,1400000000,,,,,,
Pengcheng Wen & family,59,1100000000,,,,,,
"Alfred West, Jr.",79,1400000000,,,,,,
Dan Wilks,66,1300000000,,,,,,
Farris Wilks,70,1300000000,,,,,,
Tony Xu,37,1100000000,,,,,,
Ye Yanqiao,52,1100000000,,,,,,
Patrick Zalupski,41,1100000000,,,,,,
Shengda Zan,59,1300000000,,,,,,
Zeng Chaoyi,53,1100000000,,,,,,
Zhang Guiping & family,70,1200000000,,,,,,
Peng Zhao,51,1400000000,,,,,,
Zheng Zhiguo,50,1200000000,,,,,,
Kostyantin Zhevago,48,1400000000,,,,,,
Zhou Mingjie,64,998300000,,,,,,
Zhu Xingliang,63,1200000000,,,,,,
Sanjay Agarwal,51,1300000000,,,,,,
Hamad bin Jassim bin Jaber Al Thani,62,1200000000,,,,,,
Betty Ang,67,1200000000,,,,,,
Christian Angermayer,44,1100000000,,,,,,
Mika Anttonen,55,1100000000,,,,,,
Jose Maria Aristrain,59,1300000000,,,,,,
Emilio Azcarraga Jean,54,1200000000,,,,,,
Thomas Bailey,85,1200000000,,,,,,
Andrei Bokarev,55,2200000000,,,,,,
Stephane Bonvin,55,1100000000,,,,,,
Ashok Boob,70,1100000000,,,,,,
Ludwig Theodor Braun,32,1200000000,,,,,,
Friederike Braun-Luedicke,38,1200000000,,,,,,
Pradip Burman,79,1100000000,,,,,,
Chen Xueling,54,1100000000,,,,,,
Cheng Lili,57,1100000000,,,,,,
Yvon Chouinard,83,1200000000,,,,,,
Luigi Cremonini & family,83,1100000000,,,,,,
Gleb Fetisov,55,1200000000,,,,,,
Robert Fisher,68,1100000000,,,,,,
William Fisher,65,1000000000,,,,,,
J. Christopher Flowers,64,1200000000,,,,,,
Bernd Freier,65,1200000000,,,,,,
Dan Gertler,48,1200000000,,,,,,
John Goff,67,1400000000,,,,,,
Lawrence Golub,62,1200000000,,,,,,
Sven Hagströmer,78,1100000000,,,,,,
Fahed Hariri,41,1200000000,,,,,,
Richard Hayne,74,1100000000,,,,,,
Michael Heine,72,1200000000,,,,,,
Heikki Herlin,35,1200000000,,,,,,
Hong Feng,45,1100000000,,,,,,
Huang Shih Tsai,71,1200000000,,,,,,
Huang Wenbiao,55,1000000000,,,,,,
Mohammed Ibrahim,76,1200000000,,,,,,
Hedda im Brahm-Droege,67,1100000000,,,,,,
Rameshchandra Jain,73,1200000000,,,,,,
Laurent Junique,56,1300000000,,,,,,
Zbigniew Juroszek & family,59,1200000000,,,,,,
Chatchai Kaewbootta,70,1100000000,,,,,,
Shirley Kao,65,1200000000,,,,,,
Ipek Kirac,37,1400000000,,,,,,
Andrei Kosogov,61,1300000000,,,,,,
John Kusuma,55,1000000000,,,,,,
Hartono Kweefanus,72,1200000000,,,,,,
Kwek Leng Peck,66,1200000000,,,,,,
Guy Laliberté,62,1200000000,,,,,,
Lee Sang-ryul,60,1100000000,,,,,,
Lee Seung-gun,40,1200000000,,,,,,
Li Wanqiang,44,1100000000,,,,,,
Lu Hongyan,45,1200000000,,,,,,
Carsten Maschmeyer,63,1200000000,,,,,,
Rubens Menin Teixeira de Souza,66,1000000000,,,,,,
Lorinc Meszaros,56,1200000000,,,,,,
Ulrich Mommert & family,81,1200000000,,,,,,
George Pedersen,86,1300000000,,,,,,
David Penaloza Alanis,48,1100000000,,,,,,
Stefan Pierer,65,1100000000,,,,,,
Murdaya Poo,81,1100000000,,,,,,
Leonid Radvinsky,40,1100000000,,,,,,
Megdet Rahimkulov & family,76,1100000000,,,,,,
Andrei Rappoport,58,1200000000,,,,,,
Dasari Uday Kumar Reddy,55,1100000000,,,,,,
Helena Revoredo,75,1100000000,,,,,,
Duke Reyes,65,1200000000,,,,,,
Nobutada Saji,76,1100000000,,,,,,
Leonard Schleifer,69,1200000000,,,,,,
Airat Shaimiev,60,1500000000,,,,,,
Radik Shaimiev,57,1400000000,,,,,,
Vijay Shekhar Sharma,43,1100000000,,,,,,
Devi Shetty,69,1100000000,,,,,,
Michael Steinhardt,81,1200000000,,,,,,
Petter Stordalen & family,59,1100000000,,,,,,
Winarko Sulistyo,76,1100000000,,,,,,
Sun Huaiqing & family,52,1000000000,,,,,,
Luc Tack,60,1200000000,,,,,,
Lucio Tan,87,1000000000,,,,,,
Yoshikazu Tanaka,45,1100000000,,,,,,
Stanley Tang,29,958400000,,,,,,
Sam Tarascio,77,1200000000,,,,,,
Alexander Tedja,76,1200000000,,,,,,
Laurie Tisch,71,1200000000,,,,,,
Steven Tisch,73,1200000000,,,,,,
Stefania Triva,57,1200000000,,,,,,
Maria Grace Uy,54,1300000000,,,,,,
Wim van der Leegte,74,1400000000,,,,,,
Thongma Vijitpongpun,64,1200000000,,,,,,
Wang Jilei,57,1400000000,,,,,,
Wang Junmin,53,1100000000,,,,,,
J. Wayne Weaver,86,1200000000,,,,,,
Weng Xianding,60,1200000000,,,,,,
Horst Wortmann,81,1100000000,,,,,,
Wu Chung-yi,66,1200000000,,,,,,
Wu Li-gann,81,1200000000,,,,,,
Xiu Laigui,67,1200000000,,,,,,
Yeh Kuo-I,81,1200000000,,,,,,
Faxiang Yu,50,1200000000,,,,,,
A. Jayson Adair,52,1100000000,,,,,,
Joao Alves de Queiroz Filho,69,1400000000,,,,,,
Ryuji Arai,76,1000000000,,,,,,
Sara Blakely,51,1100000000,,,,,,
Lloyd Blankfein,67,1100000000,,,,,,
Henadiy Boholyubov,60,1100000000,,,,,,
Caspar Callerström,49,971100000,,,,,,
Kejian Cao,60,1000000000,,,,,,
Dai Lizhong,53,1100000000,,,,,,
Pedro de Godoy Bueno,32,1100000000,,,,,,
Aydin Dogan,86,1100000000,,,,,,
Gabriel Escarrer,87,1200000000,,,,,,
Richard Fairbank,71,1100000000,,,,,,
Andy Fang,29,947300000,,,,,,
Paul Fireman,78,1100000000,,,,,,
Donald Friese,81,1100000000,,,,,,
Soichiro Fukutake,76,1000000000,,,,,,
Antonio Gallardo Ballart,86,997900000,,,,,,
David Golub,60,1100000000,,,,,,
Stelios Haji-Ioannou,55,1100000000,,,,,,
Mustafa Hamied,81,995500000,,,,,,
Ronnen Harary,50,1100000000,,,,,,
Hong Seok-joh,69,1100000000,,,,,,
Subba Rao Jasti,95,1100000000,,,,,,
Long Jiang,48,1200000000,,,,,,
Jonas Kamprad,56,1100000000,,,,,,
Mathias Kamprad,52,1100000000,,,,,,
Peter Kamprad,58,1100000000,,,,,,
Samvel Karapetyan,56,3500000000,,,,,,
Ke Guihua,56,1300000000,,,,,,
Kim Jung-woong,47,1100000000,,,,,,
Harry Klagsbrun,67,1100000000,,,,,,
Alexander Knauf,48,1000000000,,,,,,
Koh Wee Meng,58,1000000000,,,,,,
Sergei Kolesnikov,50,2100000000,,,,,,
Andrei Komarov,55,1100000000,,,,,,
Koo Bon-neung,73,1100000000,,,,,,
Koo Bon-sik,63,1200000000,,,,,,
Suresh Krishna,85,1100000000,,,,,,
Nancy Lerner,62,1100000000,,,,,,
Norma Lerner,86,1100000000,,,,,,
Randolph Lerner,60,1100000000,,,,,,
Li Tan,57,1200000000,,,,,,
Lim Hariyanto Wijaya Sarwono,93,1100000000,,,,,,
Liu Chengyu & family,59,1100000000,,,,,,
Lou Boliang,58,1100000000,,,,,,
Lun Ruixiang & family,54,1100000000,,,,,,
Lv Yongxiang,72,1000000000,,,,,,
Yasseen Mansour,60,1100000000,,,,,,
Jorge Mas,59,1100000000,,,,,,
Ulrike Meister,55,1100000000,,,,,,
Jeffrey Michael & family,65,1000000000,,,,,,
Kerr Neilson,72,1100000000,,,,,,
Jose Isaac Peres & family,81,1200000000,,,,,,
Anton Rabie,50,1100000000,,,,,,
Igor Rybakov,50,2100000000,,,,,,
K. Rai Sahi,76,1100000000,,,,,,
"Karl Scheufele, III. & family",83,1100000000,,,,,,
Analjit Singh,68,1100000000,,,,,,
Kavita Singhania,60,1100000000,,,,,,
Michael S. Smith,67,1100000000,,,,,,
Scott Smith,73,1000000000,,,,,,
Michael Spencer,67,1000000000,,,,,,
Venu Srinivasan,69,1400000000,,,,,,
Xiuguo Tang,58,1000000000,,,,,,
Mehmet Sinan Tara,64,1000000000,,,,,,
Robert Toll,81,1100000000,,,,,,
Surin Upatkoon,73,1000000000,,,,,,
Murat Vargi,74,1100000000,,,,,,
Pongsak Viddayakorn,88,1300000000,,,,,,
Wang Shumin,65,1100000000,,,,,,
Allan Wong,72,1200000000,,,,,,
Wu Yonghua,51,1000000000,,,,,,
Franziska Wuerbser,34,1100000000,,,,,,
Xiong Jun & family,48,960500000,,,,,,
Yang Erzhu,71,1100000000,,,,,,
Vlad Yatsenko,38,1100000000,,,,,,
Yoshiaki Yoshida,81,1000000000,,,,,,
Igor Yusufov,65,1100000000,,,,,,
Zhang Cheng Fei,54,1100000000,,,,,,
Zhang Fangliang,57,1000000000,,,,,,
Baoshen Zhong,54,1100000000,,,,,,
"Wilbur  'Ed' Bosarge, Jr.",82,1000000000,,,,,,
Johanna Braun,42,1000000000,,,,,,
Karl Friedrich Braun,39,1000000000,,,,,,
Jean-Pierre Cayard,79,1000000000,,,,,,
Vivien Chen,63,1000000000,,,,,,
Chey Ki-won,57,1000000000,,,,,,
Doug Clarke,41,1000000000,,,,,,
Ronald Clarke,66,1000000000,,,,,,
Carl DeSantis,82,1400000000,,,,,,
Nari Genomal,82,1100000000,,,,,,
Ramesh Genomal,71,1100000000,,,,,,
Sunder Genomal,68,1100000000,,,,,,
Horst-Otto Gerberding,69,1100000000,,,,,,
Huang Jinxiang & family,57,1200000000,,,,,,
Hiroshi Ishibashi,75,1100000000,,,,,,
Bent Jensen,70,1500000000,,,,,,
Boris Jordan,56,1000000000,,,,,,
Morris Kahn,92,1000000000,,,,,,
Marcelo Kalim,52,1100000000,,,,,,
Eugene Kaspersky,56,1000000000,,,,,,
Ken Kendrick,78,1000000000,,,,,,
Ihor Kolomoyskyy,59,1000000000,,,,,,
Bruce Nordstrom,88,1100000000,,,,,,
Scott Nuttall,49,1100000000,,,,,,
Tyler Perry,52,1000000000,,,,,,
G.V. Prasad,61,1100000000,,,,,,
Vera Rechulski Santo Domingo,73,1000000000,,,,,,
Michael Rees,47,985000000,,,,,,
Mark Rein,59,1000000000,,,,,,
Ren Zhengfei,78,1000000000,,,,,,
Francisco Jose Riberas Mera,58,1200000000,,,,,,
Boris Rotenberg,65,1100000000,,,,,,
Alan Rydge,69,1000000000,,,,,,
Neerja Sethi,67,1000000000,,,,,,
Ramesh Chandra Sharma,77,1100000000,,,,,,
Axel Stawski,71,1000000000,,,,,,
Joseph Steinberg,78,1000000000,,,,,,
Dennis Anthony Uy,56,1100000000,,,,,,
Peter-Alexander Wacker,70,1200000000,,,,,,
Shigefumi Wada & family,69,993400000,,,,,,
Mark Haoyong Yang,47,1000000000,,,,,,
Yao Hsiao Tung,82,1000000000,,,,,,
"Richard Yuengling, Jr.",79,1100000000,,,,,,
